Programme Type,Academic Year,Academic Year (copy),Age Group,Course Level,Gender (group),ISCED Broad Field of Study,Mode,New Entrant?,Gender,Asterisk
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Education,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Health and welfare,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Information and Communication Technologies (ICTs),Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Natural sciences, mathematics and statistics",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Social sciences, journalism and information",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,Arts and humanities,Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Business, administration and law",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
PhD,2019/2020,2019/2020,24+,Postgraduate,Male,"Engineering, manufacturing and construction",Full-time,No,Male,*
